Province,Dsitrict,ADM2_CODE,Summary06,Horse06,Cattle06,Camel06,Sheep06,Goat06,Summary02,Horse02,Cattle02,Camel02,Sheep02,Goat02,Summary99,Horse99,Cattle99,Camel99,Sheep99,Goat99,Summary96,Horse96,Cattle96,Camel96,Sheep96,Goat96,Summary92,Horse92,Cattle92,Camel92,Sheep92,Goat92
Ovorkhangai,Guchin-Us,MN6222,115.09,5.01,1.53,1.73,52.17,54.66,80.82,4.39,0.88,1.61,38.04,35.9,137.6,11.84,6.04,2.09,62.02,55.61,110.79,9.72,5.39,2.06,48.34,45.28,84.74,7.02,3.81,2.17,44.24,27.5
Ovorkhangai,Khairkhandulaan,MN6249,136.54,5.44,3.54,0.03,56.94,70.59,75.73,3.76,2.14,0.09,34.16,35.58,161.05,14.46,16.22,0.09,75.6,54.69,136.05,12.8,15.71,0.09,65.42,42.02,106.03,9.56,11.98,0.04,60.95,23.5
Ovorkhangai,Kharkhorin,MN6252,149.16,11.76,6.78,0.11,69.14,61.37,85.46,7.37,5.31,0.03,43.27,29.48,171.35,20.23,21.07,0.04,92.49,37.52,147.09,19.03,22.47,0.04,83.31,22.24,123.44,14.51,19.56,0.07,77.61,11.69
Ovorkhangai,Khujirt,MN6255,139.1,13.46,8.15,0.05,70.2,47.26,97.9,11.6,7.82,0.03,50.64,27.81,176.25,21.85,25.25,0.08,91.99,37.08,139.89,19.01,21.11,0.07,76.14,23.57,105.58,11.99,14.04,0.05,69.14,10.37
Ovorkhangai,Nariinteel,MN6231,123.06,3.95,3.17,0.01,37.83,78.1,68.18,2.82,1.54,0.03,22.63,41.16,158.87,9.98,14.58,0.14,63.26,70.9,130.91,8.71,13.6,0.13,52.29,56.17,86.83,6.06,9,0.18,41,30.6
Ovorkhangai,Sant,MN6237,193.07,6.99,4.75,0.77,96.07,84.49,133.74,5.5,2.67,0.8,70.45,54.33,192.26,16.9,10.69,1.24,103.17,60.25,183.57,15.37,11.12,1.48,97.16,58.43,154.4,12.67,7.93,1.58,94.15,38.09
Ovorkhangai,Taragt,MN6240,121.86,7.33,4.76,0.03,69.25,40.49,73.54,5.42,2.99,0.08,45.62,19.43,151.45,14.74,16.29,0.13,90.82,29.47,137.69,12.36,14.12,0.22,86.01,24.99,118.59,10.86,13.33,0.19,80.29,13.92
Ovorkhangai,Tugrug,MN6243,107.26,5.04,0.98,2.46,48.71,50.07,79.11,4.66,0.55,2.34,34.8,36.77,137.43,11.46,5.53,3.34,64.25,52.84,107.06,9.41,3.86,3.39,49.89,40.53,101.15,6.94,4.03,4.62,54.78,30.78
Ovorkhangai,Ulziit,MN6234,131.42,9.04,3.83,0.15,79.22,39.18,77.74,5.63,2.16,0.16,50.1,19.69,129.92,15.28,10.74,0.34,79.31,24.26,116.54,13.85,10.54,0.44,70.61,21.11,94.02,10.22,8.4,0.38,62.88,12.15
Ovorkhangai,Uyanga,MN6246,155.29,9.12,26.62,0,55.08,64.47,83.77,7.66,16.26,0.01,30.8,29.04,147.14,15.09,49.89,0.03,51.04,31.09,128.58,14.97,42.55,0.04,47.85,23.17,101.13,11.31,28.18,0.04,51.1,10.51
Ovorkhangai,Yesun zuil,MN6225,135.2,10.32,3.73,0.15,72.85,48.15,83.76,6.61,1.86,0.2,48.54,26.55,132.76,15.76,11.02,0.34,72.43,33.2,111.33,13.51,10.57,0.35,61.22,25.68,83.28,9.12,7.29,0.21,51.61,15.05
Ovorkhangai,Zuunbayan-Ulaan,MN6228,98.06,7.53,7.93,0.01,51.51,31.09,68.34,6.36,6.43,0.01,37.23,18.31,122.94,15.56,23.16,0.02,60.22,23.97,112.15,13.89,20.98,0.03,57.48,19.77,99.71,10.1,14.11,0.03,62.2,13.27
Bulgan,Bayan-Agt,MN6304,154.28,13.24,9.45,0.01,77.66,53.93,126.24,13.44,12.38,0.04,63.53,36.85,124.21,13.83,18.13,0.06,64.9,27.29,95.55,11.01,14.22,0.06,50.65,19.61,93.53,8.09,10.65,0.09,62.31,12.39
Bulgan,Bayannuur,MN6307,38.83,3.35,2.14,0.01,16.3,17.04,40.73,4.34,3.82,0.05,21.65,10.88,58.23,6.18,7.51,0.05,34.25,10.24,50.46,5.17,7.28,0.04,31.23,6.74,32.11,2.05,3.34,0,24.24,2.48
Bulgan,Bugat,MN6310,52.07,5.25,6.49,-,22.8,17.52,44.03,5.42,6.63,0,19.11,12.87,54.54,6.35,11.63,0,25.69,10.88,39.4,5.74,9.34,-,18.59,5.72,42.1,4.97,8.55,-,25.42,3.16
Bulgan,Bulgan,MN6301,62.92,4.05,5.94,0,29.43,23.49,43.09,3.78,5.99,0.01,20.5,12.81,57.13,4.77,11.49,0,29.35,11.51,46.88,4.24,10.76,-,24.33,7.55,34.46,2.67,8.46,-,20.34,2.99
Bulgan,Buregkhangai,MN6313,116.2,6.88,5.59,0.07,57.04,46.62,108.29,10.46,10.13,0.17,51.14,36.38,96.4,12.18,14.84,0.1,43.92,25.36,57.48,8.85,10.12,0.17,23.65,14.69,56.36,6.63,11.74,0.27,28.57,9.14
Bulgan,Dashinchilen,MN6319,100.62,7.46,4.27,0.08,51.72,37.08,108.61,11.48,7.15,0.12,57.75,32.12,150.04,19.11,19.32,0.22,80.19,31.2,95.79,12.5,14.66,0.17,50.5,17.96,95.86,9.21,12.85,1.19,59.8,12.82
Bulgan,Gurvanbulag,MN6316,166.68,11.78,4.93,0.06,90.65,59.27,138.6,13.71,6.82,0.08,75.89,42.1,185.69,24.49,24.85,0.16,93.99,42.2,134.81,18.47,20.81,0.17,67.99,27.37,121.49,16.07,15.6,0.33,74.5,14.99
Bulgan,Khangal,MN6340,51.01,3.39,7.64,-,18.77,21.22,55.65,4.06,8.79,0,23.85,18.95,45.02,4.51,11.26,0.01,19.7,9.54,32.07,3.6,8.69,-,15.17,4.61,29.36,3.55,7.27,-,16.43,2.11
Bulgan,Khishig-Undur,MN6343,112.97,9.78,6.04,0,53.35,43.8,88.1,10.97,7.26,0.01,42.57,27.3,111.45,15.97,16.36,0.03,56.34,22.75,84.14,14.52,13.72,0.06,40.74,15.11,75.32,11.77,12.19,0.33,43.41,7.62
Bulgan,Khutag-Undur,MN6346,144.77,9.87,14.23,0.02,71.18,49.47,107.8,9.76,15.18,0.01,53.81,29.04,102.6,10.55,20.13,0,52.88,19.05,80.07,9.15,16.83,-,42.44,11.64,71.9,6.53,14.18,-,45.1,6.08
Bulgan,Mogod,MN6322,156.58,16.8,7.71,-,88.11,43.97,125.52,17.09,9.92,0.04,67.16,31.31,159.61,24.31,26.76,0.06,76.94,31.54,111.92,18.99,20.07,0.09,52.79,19.99,98.09,14.41,15.8,0.2,56.14,11.55
Bulgan,Orkhon,MN6325,142.8,16,9.83,0.02,58.93,58.02,110.32,15.01,11.29,0.04,46.71,37.27,125.28,18.09,18.84,0.04,56.17,32.14,102.12,16.71,16.3,0.04,46.28,22.8,85.07,11.68,12.23,0.07,49.82,11.28
Bulgan,Rashaant,MN6328,63.15,4.21,1.98,0.02,30.14,26.8,40.07,3.87,1.58,0.03,19.89,14.7,52.15,6.77,6.2,0.05,25.91,13.22,43.56,5.31,6.18,0.06,23.79,8.23,32.84,2.61,4.2,0.01,23.06,2.96
Bulgan,Saikhan,MN6331,197.28,26.07,9.9,0.06,113.27,47.98,159.51,23.17,15,0.14,86.87,34.33,192.48,31.16,31.59,0.24,96.61,32.88,143.01,25.85,26.52,0.27,66.92,23.46,122.47,20.62,19.43,0.56,67.11,14.75
Bulgan,Selenge,MN6334,42.81,3.73,6,-,19.14,13.95,34.77,3.85,6.59,-,16.69,7.65,39.27,5.15,10,-,19.52,4.61,39.48,4.34,11.91,-,20.5,2.74,32.04,3.14,11.4,-,17.07,0.43
Bulgan,Teshig,MN6337,69.49,5.9,12.71,-,26.97,23.91,56.39,6.3,12.61,-,21.32,16.17,55.16,6.63,15.47,-,21.84,11.23,45.84,5.52,12.94,-,19.13,8.25,43.04,4.67,12.52,-,20.75,5.1
Bayankhongor,Baatsagaan,MN6404,107.23,2.19,1.76,1.36,17.2,84.74,36.31,0.7,0.54,1.14,6.65,27.28,189.68,8.89,5.36,3.26,62.39,109.78,172.66,8.43,5.48,3.19,58.53,97.03,143.02,6.56,3.76,3.68,68.67,60.35
Bayankhongor,Bayanbulag,MN6407,91.28,4.58,6.64,0.09,45.77,34.2,57.68,4.19,4.84,0.26,30.38,18.01,95.39,7.65,14.02,0.45,49.99,23.29,87.38,6.85,12.78,0.51,46.88,20.36,73.59,4.04,9.96,0.17,50.17,9.24
Bayankhongor,Bayangovi,MN6410,83.78,1.38,0.29,1.36,9.25,71.49,22.65,0.35,0.06,0.7,3.22,18.32,121.64,4.53,0.84,2.68,30,83.6,124.35,4,1.18,2.61,33.39,83.18,82.27,2.61,0.71,1.93,24.38,52.63
Bayankhongor,Bayankhongor,MN6401,86.34,2.72,10.11,0.07,23.93,49.51,34.28,1.9,6.57,0.05,10.53,15.22,100.28,5.01,18.9,0.08,36.81,39.49,78.81,3.2,11.85,0.06,34.55,29.16,54.41,1.96,6.38,0.02,25.47,20.59
Bayankhongor,Bayanlig,MN6413,93.54,1.21,0.43,9.76,12.4,69.74,37.24,0.52,0.13,7.7,5.33,23.55,142.45,6.25,1.49,11.2,29.84,93.67,140.57,5.94,2.13,10.63,32.11,89.76,87.87,3.49,1.27,9.32,23.64,50.15
Bayankhongor,Bayan-Ondor,MN6419,99.81,0.77,0.14,1.76,16.47,80.67,42.22,0.3,0.06,1.23,7.72,32.91,113.17,2.78,0.54,2.39,26.88,80.58,96.39,2.6,0.6,2.77,22.15,68.27,70.37,1.71,0.38,3.31,20.7,44.27
Bayankhongor,Bayan-Ovoo,MN6416,84.11,4.13,3.8,0.08,45.35,30.75,42.97,1.83,1.84,0.13,28.33,10.85,105.42,7.76,9.08,0.6,60.93,27.05,79.36,6.18,7.24,0.47,46.61,18.85,75.38,5.63,5.32,0.27,52.32,11.86
Bayankhongor,Bayantsagaan,MN6422,111.5,1.82,0.61,0.62,25.92,82.53,36.03,0.65,0.15,0.47,10.69,24.07,185.31,6.86,3.72,2.03,68.61,104.09,173.87,6.75,4.04,2.21,61.91,98.97,130.35,3.85,2.16,1.62,60.42,62.31
Bayankhongor,Bogd,MN6425,106.76,2.57,2.42,2.36,15.36,84.05,42.58,1.33,1,2.15,7.35,30.75,144.04,10.11,5.43,5.22,34.52,88.76,119.93,9.02,4.96,4.99,30.57,70.39,89.39,7.13,4,6.28,26.63,45.35
Bayankhongor,Bumbugur,MN6428,69.15,3.02,1.06,0.18,10.85,54.04,20.58,1.43,0.34,0.26,3.64,14.91,98.54,6.72,3.89,0.71,33.82,53.4,87.93,6.52,5.86,0.62,30.47,44.47,68.61,5.46,4.15,0.62,30.71,27.67
Bayankhongor,Buutsagaan,MN6431,134.93,6,2.02,1.35,31.93,93.63,48.98,2.39,0.62,1.2,13.61,31.17,202.11,11.61,6.83,2.51,68.69,112.47,205.48,10.69,8.85,2.39,65.92,117.64,171.86,8.1,7.08,2.01,73.2,81.47
Bayankhongor,Erdenetsogt,MN6458,61.63,3.76,17.13,0.02,22.05,18.68,38.18,3.23,12.62,0.02,12.93,9.38,68.3,5.6,22.73,0.06,25.81,14.11,79.35,7.29,25.97,0.08,31.76,14.25,72.82,6.2,20.11,0.09,37.8,8.62
Bayankhongor,Galuut,MN6434,121.27,8.45,15.75,0.12,49.92,47.04,72.13,7.44,13.64,0.2,28.57,22.28,133.94,12.82,26.46,0.47,56.17,38.02,112.81,11.13,22.4,0.46,52.06,26.76,89.53,7.77,18.16,0.23,53.02,10.36
Bayankhongor,Gurvanbulag,MN6437,91.19,7.3,11.22,0.15,46.03,26.49,69.39,7.02,12.52,0.26,34.99,14.61,82.18,10.03,17.3,0.3,42.42,12.12,71.95,9.25,15.48,0.3,37.87,9.07,70.63,6.12,14.2,0.16,46.07,4.08
Bayankhongor,Jargalant,MN6440,94.69,6.96,17.73,0.01,37.18,32.8,68.32,7.48,16.69,0.05,25.01,19.09,90.34,9.33,22.75,0.04,41.83,16.4,97.43,7.99,20.16,0.08,58.5,10.72,85.71,5.38,12.71,0.1,64.4,3.13
Bayankhongor,Jinst,MN6443,70.99,0.95,0.56,0.66,10.47,58.36,22.1,0.3,0.15,0.55,4.27,16.85,123.13,7.24,2.63,1.59,35.29,76.38,103.26,6.21,2.18,1.56,30,63.31,92.29,5.96,1.86,2.23,33.88,48.36
Bayankhongor,Khureemaral,MN6452,102.66,7.1,3.58,0.38,41.77,49.84,45.6,4.44,1.48,0.45,18.87,20.36,132.94,11.76,9.26,0.72,60.69,50.51,110.97,9.38,7.87,0.7,49.2,43.82,82.36,7.44,5.29,0.46,44.12,25.06
Bayankhongor,Olziit,MN6449,120.77,5.93,6.15,0.31,28.68,79.7,40.8,2.28,2.67,0.34,11.84,23.66,140.6,11.39,15.07,0.6,47.67,65.87,100.92,8.51,11.13,0.46,34.21,46.62,83.49,7.49,7.96,0.27,37.33,30.45
Bayankhongor,Shinejinst,MN6455,63.93,0.71,0.06,2.17,6.77,54.22,24.2,0.3,0.04,1.89,3.02,18.95,114.56,3.67,0.48,4.09,21.71,84.61,108.11,3.22,0.7,4.13,20.36,79.69,79.12,2,0.49,4.48,17.94,54.21
Bayankhongor,Zag,MN6446,82.83,6.85,7.43,0.23,34.38,33.94,59.98,6.01,6.66,0.36,27.11,19.83,91.08,9.64,11.65,0.54,44.13,25.12,81.55,7.68,10.69,0.48,41.47,21.23,58.84,4.57,6.87,0.45,38.52,8.44
Arkhangai,Battsengel,MN6504,199.28,17.97,13.02,0.05,92.46,75.79,147.51,17.73,12.56,0.06,67.42,49.74,183.63,24.46,25.83,0.14,80.74,52.46,122.35,19.01,19.33,0.09,52.51,31.41,113.94,16.06,15.97,0.15,61.6,20.17
Arkhangai,Bulgan,MN6507,49.07,4.8,10.95,-,13.12,20.19,37.73,5.52,10.02,0.01,9.56,12.61,43.27,6.73,13.8,-,12.28,10.45,34.38,5.64,10.67,-,11.05,7.02,42.07,4.81,10.15,-,21.35,5.76
Arkhangai,Chuluut,MN6552,93.24,8.35,26.14,-,32.44,26.31,64.25,8.17,21.09,-,20.52,14.48,76.43,9.11,23.98,-,32.59,10.75,65.31,7.65,19.42,-,30,8.25,63.99,6.23,16.8,-,36.64,4.32
Arkhangai,Erdenebulgan,MN6501,99.98,8.83,12.2,-,39.52,39.44,64.89,7.3,10.81,-,24.71,22.08,86.56,9.44,20.36,-,35.02,21.75,63.02,7.36,16.63,-,26.22,12.81,65.12,6.52,16.82,0.02,33.12,8.64
Arkhangai,Erdenemandal,MN6555,230.39,15.04,16.61,0.01,133.62,65.11,172.43,15.65,19.74,0.01,90.72,46.31,193.15,20.97,33.42,0,97.35,41.42,138.98,17.11,27.16,0,69.01,25.71,102.73,12.74,17.31,0,61.29,11.39
Arkhangai,Ikh tamir,MN6513,177.85,15.55,26.11,0,74.12,62.06,130.08,16.21,23.89,0.01,51.22,38.75,142.81,16.53,31.7,0,62.79,31.78,101.17,12.75,23.52,-,44.07,20.84,90.24,10.42,17.12,0.01,51.66,11.03
Arkhangai,Jargalant,MN6510,124.94,7.45,14.65,0,59.97,42.88,89.89,8.47,14.33,-,40,27.1,113.91,12.68,25.12,-,48.89,27.22,86.77,10.74,20.66,-,37.51,17.86,73.08,7.56,13.27,-,41.3,10.95
Arkhangai,Khairkhan,MN6531,139.63,12.71,9.74,0,73.48,43.7,102.37,11.5,10.04,0.01,50.27,30.55,117.53,15.3,19.62,0.01,53.1,29.49,95.05,11.75,16.31,0.01,43.11,23.88,69.82,6.49,9.92,0,40.86,12.56
Arkhangai,Khangai region,MN6534,56.31,4.15,18.92,-,17.26,15.98,42.62,4.21,17.61,-,11.78,9.02,62.35,7.52,27.09,-,19.05,8.69,51.33,7.32,22.09,-,15.88,6.04,78.22,8.33,29.54,-,34.58,5.78
Arkhangai,Khashaat,MN6537,173.39,12.23,6.18,0.22,97.03,57.73,127.81,12.79,6.16,0.22,71.62,37.03,206.16,28.45,21.6,0.3,109.64,46.16,152.85,22.41,20.46,0.31,79.54,30.13,132.91,19.61,16.16,0.36,78.54,18.24
Arkhangai,Khotont,MN6540,175.5,20.01,11.11,0.03,72.58,71.77,117.16,15.45,8.51,0.07,48.29,44.85,189.78,28.09,23.6,0.18,79.37,58.54,135.85,22.47,18.71,0.22,57.24,37.21,111.81,16.36,14.79,0.28,56.45,23.93
Arkhangai,Ogiinuur,MN6516,129.87,11.65,8.53,0.33,58.87,50.49,67.73,8.23,5.87,0.25,32.09,21.29,144.72,20.95,22.18,0.12,62.36,39.11,95.01,15.26,16.14,0.11,40.43,23.07,84.25,12.7,12.78,0.23,43.21,15.34
Arkhangai,Olziit,MN6519,126.3,9.58,5.44,0.01,58.06,53.21,87.43,10.59,7.73,0.02,37.99,31.09,106.79,15.18,18.31,0.04,43.43,29.83,73.68,11.29,13.54,0.04,29.21,19.6,75.87,9.63,12.21,0.09,39.92,14.03
Arkhangai,Ondur-Ulaan,MN6522,179.62,15.26,33.05,-,77.58,53.74,121.28,16.38,27.38,-,46.97,30.56,138.3,20.33,38.25,0,53.54,26.17,98.73,15.9,27.64,0,39.02,16.16,88.96,12.09,20.16,-,47.41,9.31
Arkhangai,Tariat,MN6525,133.42,7.72,26.53,-,56.2,42.96,80.02,8.14,20.15,0.01,32.52,19.2,134.81,15.32,42.29,0.01,57.41,19.79,116.23,13.88,35.08,0.02,52.87,14.38,96.11,9.45,25.51,0.01,53.78,7.37
Arkhangai,Tovshruulekh,MN6528,87.35,8.93,4.81,0.15,37.44,36.02,50.11,6.14,3.26,-,23.07,17.63,74.4,10.55,10.88,-,33.39,19.59,57.98,8.71,9.85,-,26.91,12.51,45.41,6.21,9.7,-,24.7,4.8
Arkhangai,Tsakhir,MN6543,49.77,2.87,13.18,-,19.47,14.25,35.36,3.29,10.46,-,13.47,8.13,58.5,5.23,19.55,-,24.99,8.73,47.62,4.94,14.94,-,22.13,5.61,-,-,-,-,-,-
Arkhangai,Tsenkher,MN6546,127.12,13.78,16.58,0.03,51.51,45.23,87.85,12.23,13.2,0.02,35.39,27.01,120.29,17.18,24.55,0.01,47.78,30.76,86.36,13.54,19.06,0.01,34.34,19.41,72.4,10.36,13.26,0.01,37.04,11.72
Arkhangai,Tsetserleg,MN6549,177.52,8.33,7.61,-,97.69,63.89,122.3,9.69,10.63,-,62.35,39.64,142.17,14.06,21.87,0,67.73,38.5,102.4,12.07,18.17,0,46.65,25.52,88.98,8.78,11.6,0.01,51.27,17.33
Khovsgol,Alag-Erdene,MN6704,93.84,5.17,12.11,0.03,33.18,43.35,54.52,6.35,9.01,0.05,18.32,20.79,67.94,7.73,16.38,0.07,26.48,17.28,48.12,6.01,12.45,0.03,19.93,9.71,52.6,5.09,9.41,0.02,33.77,4.32
Khovsgol,Arbulag,MN6707,172.13,9.2,11.8,0.17,75.22,75.74,100.32,8.69,7.58,0.24,45.87,37.94,161.69,16.71,27.82,0.46,69.05,47.64,129.56,13.26,22.63,0.47,56.74,36.46,117.58,10.84,18.56,0.66,65.97,21.55
Khovsgol,Bayanzurkh,MN6710,138.68,5.69,13.53,0.21,74.53,44.72,89.47,6.26,11.84,0.36,44.42,26.59,120.06,10.95,22.86,0.54,53.37,32.35,110.85,9.92,21.33,0.66,48.5,30.43,98.1,6.33,16.21,0.55,57.09,17.92
Khovsgol,Burentogtokh,MN6713,198.33,7.45,11.03,0.14,91.25,88.47,103.43,7.33,6.48,0.29,47.81,41.52,163.15,16.06,24.98,0.45,75.34,46.32,137.29,13.8,21.48,0.48,63.56,37.98,121.7,11.28,16.43,0.8,71.39,21.81
Khovsgol,Chandmani-Undur,MN6761,44.09,3.51,14.34,-,10.58,15.66,37.74,4.27,13.49,-,9.59,10.38,38.72,4.14,16.06,-,11.16,7.36,33.28,4.23,14.05,-,9.57,5.43,31.52,4.83,12.56,-,10.34,3.79
Khovsgol,Erdenebulgan,MN6767,56.96,4.63,12.64,-,19.03,20.66,41.22,5.86,10.45,-,15.01,9.91,42.27,5.78,16.34,-,14.58,5.58,33.76,5.47,13.43,-,11.65,3.21,37.13,5.25,15.2,-,15.37,1.32
Khovsgol,Galt,MN6716,215.87,10.02,11.42,0.03,100.04,94.36,151.29,12.63,11,0.1,68.71,58.85,167.88,17.5,27.54,0.15,73.49,49.21,146.53,15.36,27.11,0.2,64.76,39.1,114.83,10.11,19.19,0.19,65.56,19.78
Khovsgol,Ikh-Uul,MN6722,189.47,8.54,13.16,0.03,68.74,99.01,125.88,9.49,11.87,0.05,43.44,61.04,116.98,9.91,18.94,0.03,42.62,45.48,85.31,7.92,14.93,0.01,30.26,32.19,69.67,6.3,12.95,0.25,30.89,19.28
Khovsgol,Jargalant,MN6719,118.65,5.06,7.79,0.02,58.15,47.63,65.08,6.67,7.12,0.03,28.08,23.18,101.82,11.94,20.38,0.04,40.84,28.63,93.47,10.93,20.16,0.07,38.92,23.39,74.93,7.47,12.23,0.08,44.07,11.07
Khovsgol,Khankh,MN6746,31.19,2.63,10.29,0.01,8.27,9.98,26.47,3.19,9.55,0.01,7.08,6.64,21.05,2.46,8.98,0.01,5.64,3.96,15.95,2.28,7.55,0.01,3.99,2.14,19.75,2.63,8.54,0.01,6.89,1.68
Khovsgol,Murun,MN6701,134.02,4.22,8.55,0.03,47.92,73.31,85.79,5.41,6.61,0.03,33.02,40.71,111.59,9.11,20.15,0.07,46.36,35.9,81.5,5.46,15.93,0.02,35.47,24.63,65.43,3.38,13,0.04,36.4,12.62
Khovsgol,Rashaant,MN6725,151.39,7.43,11.1,-,65.05,67.81,109.05,8.95,10.7,-,44.34,45.06,104.32,10.08,17.46,-,41.85,34.93,71.09,7.99,13.16,-,27.66,22.28,69.52,5.72,11.56,-,37.22,15.02
Khovsgol,Renchinlkhumbe,MN6728,107.6,9.33,23.78,0.16,40.29,34.05,93.97,9.57,21.38,0.17,35.26,27.59,85.39,8.14,22.98,0.15,34.14,19.98,70.62,6.98,19.63,0.14,30.02,13.84,76.1,6.11,16.47,0.19,44.89,8.44
Khovsgol,Shine-Ider,MN6764,144.94,5.82,9.32,0.06,81.12,48.62,94.73,7.1,8.59,0.11,51.7,27.23,124.58,11.8,24.45,0.13,63.06,25.14,110.74,10.32,23.81,0.15,54.63,21.83,88.49,7.31,15.97,0.22,52.69,12.3
Khovsgol,Tarialan,MN6731,137.24,8.29,15.55,0.03,54.22,59.16,108.71,10.71,14.78,0.03,42.47,40.73,100.67,10.71,22.18,-,40.76,27.03,71.44,9.54,16.63,0.01,30.23,15.03,63.88,7.81,17.79,-,31.42,6.87
Khovsgol,Tomorbulag,MN6737,180.73,5.43,8.54,0.03,59.01,107.72,113.2,7.37,6.66,0.05,36.95,62.17,127.6,11.94,18.78,0.07,41.46,55.35,111.19,12.22,18.12,0.08,35.49,45.27,105.49,10.15,13.56,0.09,43.11,38.58
Khovsgol,Tosontsengel,MN6734,191.2,7.21,12.37,0.03,81.36,90.23,120.51,8.53,10.78,0.04,47.99,53.18,125.53,11.46,21.36,0.04,50.67,41.99,93.49,9.74,17.46,0.04,37.25,29.01,87.34,8.24,12.69,0.04,47.86,18.51
Khovsgol,Tsagaannuur,MN6749,9.94,1.14,3.04,0,2.58,3.16,9.55,1.37,2.82,0.01,2.76,2.6,8.32,1.07,3.04,0,2.75,1.47,7.24,0.98,2.64,0.01,2.62,1,8.03,1.16,2.18,0.02,4.34,0.34
Khovsgol,Tsagaan-Uul,MN6752,223.04,9.92,11.68,0.62,113.8,87.03,113.17,9.33,5.66,0.72,58.51,38.95,240.11,27.4,37.19,1.59,117.08,56.85,192.45,22.65,31.08,1.41,93.11,44.21,153.81,16.25,21.61,1.27,92.58,22.1
Khovsgol,Tsagaan-Uur,MN6755,25.04,3.36,12.06,-,4.56,5.05,20.86,3.62,10.42,-,4.15,2.67,25.03,4,14.07,-,5.43,1.53,21.44,4.03,12.22,-,4.23,0.96,21.94,4.55,12.71,-,4.26,0.42
Khovsgol,Tsetserleg,MN6758,163.86,9.18,11.89,0.57,75.35,66.87,71.69,8.52,5.97,0.62,32.49,24.09,182.57,24.01,31.32,1.31,82.76,43.18,172.51,22.55,29.43,1.38,81.2,37.94,123.86,14.69,18.69,0.97,71.99,17.52
Khovsgol,Tunel,MN6740,125.13,5.78,12.96,0.08,44.63,61.68,74.86,7.02,8.83,0.06,24.6,34.35,81.77,8.7,17.17,0.05,28.23,27.63,59.07,7.56,12.93,0.03,20.4,18.16,69.28,7.46,12.05,0.01,36.94,12.82
Khovsgol,Ulaan-Uul,MN6743,91.45,7.17,19.85,0.22,33.98,30.24,65.56,7.06,16.58,0.2,21.3,20.42,74.83,7.36,23.44,0.19,25.66,18.18,60.93,6.33,20.04,0.18,21.27,13.11,56.15,5.14,15.86,0.21,27.59,7.36
Tov,Altanbulag,MN4104,153.24,17.58,7.62,0.07,69.87,58.1,96.42,13.01,4.49,0.15,46.14,32.62,153.92,22.59,14.28,0.32,78.09,38.63,117.3,16.78,13.91,0.3,60.27,26.04,100.58,11.87,9.78,0.26,63.04,15.64
Tov,Argalant,MN4107,58.29,4.1,2.84,0.04,28.51,22.81,36.26,3.25,1.93,0.01,17.69,13.39,61.53,6.05,4.56,0.01,35.12,15.78,59.48,6.55,6.89,0.05,33.18,12.81,48.62,5.32,6.33,0.06,31.83,5.08
Tov,Arkhust,MN4110,54.12,4.99,2.34,0.03,26.44,20.32,31.57,2.92,1.4,0.04,17.51,9.7,48.74,5.9,4.46,0.05,28.91,9.42,38.49,5.62,4.35,0.02,24.36,4.13,30.6,3.5,3.11,0.01,22.82,1.16
Tov,Batsumber,MN4113,54.68,4.91,12.75,0.03,19.19,17.81,59.21,7.52,10.01,0.04,24.41,17.22,46.14,5.77,9.08,0.02,21.97,9.31,54.45,6.83,11.26,0.03,29.32,7.01,44.16,5.64,9.25,-,27.62,1.64
Tov,Bayan,MN4116,60.87,8.02,2.64,0.19,30.2,19.82,28.56,4.62,0.99,0.21,15.71,7.02,80,16.45,6.49,0.34,42.76,13.97,60.09,12.89,4.9,0.3,31.8,10.19,62.3,12.9,4.54,0.65,37.98,6.24
Tov,Bayanchandmani,MN4137,38.47,2.9,4.35,-,16.11,15.11,27.5,2.88,2.27,0.02,12.76,9.57,28.69,3.04,2.96,0.01,16.73,5.96,36.15,4.14,4.96,0,21.14,5.9,32.39,4.18,5.2,0,20.26,2.76
Tov,Bayandelger,MN4119,79.58,7.38,4.35,0.04,43.85,23.97,61.99,6.64,3.64,0.1,35.1,16.51,61.21,6.93,5.21,0.11,37.14,11.83,65.05,7.61,8.66,0.12,37.87,10.79,55.13,5.46,7.52,0.06,37.39,4.7
Tov,Bayanjargalan,MN4122,114.81,12.11,4.5,0.55,59.97,37.69,62.18,7.17,2.08,0.46,34.45,18.01,102.48,14.14,10.5,0.58,52.57,24.7,67.79,10.7,7.05,0.47,33.22,16.36,57.97,9.12,5.13,0.57,33.37,9.78
Tov,Bayankhangai,MN4128,56.87,3.26,2.15,0.05,28.33,23.08,43.65,3.64,1.89,0.07,22.34,15.71,42.64,5.39,3.7,0.02,22.78,10.75,31.33,4.11,4.33,-,16.8,6.1,34.47,3.27,3.96,0.02,23.82,3.4
Tov,Bayan-Onjuul,MN4125,151.83,15.66,6.71,0.22,72.55,56.69,96.5,11.93,5.7,0.25,50.37,28.26,141.14,22.93,14.07,0.37,70.46,33.31,111.07,17.76,11.15,0.46,54.55,27.16,103.73,15.29,9.45,0.83,56.06,22.11
Tov,Bayantsagaan,MN4131,121.3,9.97,3.45,0.25,61.09,46.54,64.82,7.29,1.55,0.3,34.95,20.74,163.77,24.35,12.71,0.55,87.72,38.44,122.48,17.52,8.87,0.54,67.59,27.97,111.17,13.96,5.97,0.81,74.61,15.81
